druid	sourceId	lo:purl	ti1:title	na1:namePart	na1:usage	ty1:typeOfResource	ge1:genre	ge1:authority	ge1:authorityURI	ge2:genre	ge2:authority	ge2:authorityURI	dt:dateIssued	dt:dateIssuedKeyDate	dt:dateIssuedEncoding	dt:dateIssuedQualifier	dt:dateIssuedPoint	dt:dateIssued2	dt:dateIssued2Qualifier	dt:dateIssued2Point	or:eventType	pl:placeText	ph1:form	ph1:formAuthority	ph1:formAuthorityURI	ph1:formValueURI	ph1:extent	ph1:digitalOrigin	ph1:internetMediaType	no1:note	no2:note	no3:note	no4:note	no4:type	no4:displayLabel	no5:note	su1:authority	su1:authorityURI	su1:valueURI	su1:p1:type	su1:p1:value	su1:p1:authority	su1:p1:authorityURI	su1:p1:valueURI	su1:p2:type	su1:p2:value	su1:p2:authority	su1:p2:authorityURI	su1:p2:valueURI	su1:p3:type	su1:p3:value	su1:p3:authority	su1:p3:authorityURI	su1:p3:valueURI	su1:p4:type	su1:p4:value	su1:p4:authority	su1:p4:authorityURI	su1:p4:valueURI	su1:p5:type	su1:p5:value	su1:p5:authority	su1:p5:authorityURI	su1:p5:valueURI	su2:authority	su2:authorityURI	su2:valueURI	su2:p1:type	su2:p1:value	su2:p1:authority	su2:p1:authorityURI	su2:p1:valueURI	su2:p2:type	su2:p2:value	su2:p2:authority	su2:p2:authorityURI	su2:p2:valueURI	su2:p3:type	su2:p3:value	su2:p3:authority	su2:p3:authorityURI	su2:p3:valueURI	su2:p4:type	su2:p4:value	su2:p4:authority	su2:p4:authorityURI	su2:p4:valueURI	su2:p5:type	su2:p5:value	su2:p5:authority	su2:p5:authorityURI	su2:p5:valueURI	su3:authority	su3:authorityURI	su3:valueURI	su3:p1:type	su3:p1:value	su3:p1:authority	su3:p1:authorityURI	su3:p1:valueURI	su3:p2:type	su3:p2:value	su3:p2:authority	su3:p2:authorityURI	su3:p2:valueURI	su3:p3:type	su3:p3:value	su3:p3:authority	su3:p3:authorityURI	su3:p3:valueURI	su3:p4:type	su3:p4:value	su3:p4:authority	su3:p4:authorityURI	su3:p4:valueURI	su3:p5:type	su3:p5:value	su3:p5:authority	su3:p5:authorityURI	su3:p5:valueURI	su4:authority	su4:authorityURI	su4:valueURI	su4:p1:type	su4:p1:value	su4:p1:authority	su4:p1:authorityURI	su4:p1:valueURI	su4:p2:type	su4:p2:value	su4:p2:authority	su4:p2:authorityURI	su4:p2:valueURI	su4:p3:type	su4:p3:value	su4:p3:authority	su4:p3:authorityURI	su4:p3:valueURI	su4:p4:type	su4:p4:value	su4:p4:authority	su4:p4:authorityURI	su4:p4:valueURI	su4:p5:type	su4:p5:value	su4:p5:authority	su4:p5:authorityURI	su4:p5:valueURI	su5:authority	su5:authorityURI	su5:valueURI	su5:p1:type	su5:p1:value	su5:p1:authority	su5:p1:authorityURI	su5:p1:valueURI	su5:p2:type	su5:p2:value	su5:p2:authority	su5:p2:authorityURI	su5:p2:valueURI	su5:p3:type	su5:p3:value	su5:p3:authority	su5:p3:authorityURI	su5:p3:valueURI	su5:p4:type	su5:p4:value	su5:p4:authority	su5:p4:authorityURI	su5:p4:valueURI	su5:p5:type	su5:p5:value	su5:p5:authority	su5:p5:authorityURI	su5:p5:valueURI	sc1:scale	id1:identifier	ri1:type	ri1:displayLabel	ri1:title	ri1:url	rc:languageOfCataloging	rc:languageOfCatalogingTerm	rc:langAuthority	rc:langAuthorityURI	rc:langValueURI	rc:contentSource	rc:contentSourceAuthority	rc:contentSourceAuthorityURI	rc:contentSourceValueURI	rc:recordOrigin	
			Comitatus Glaciensis Tabula Geogr…	Homann Heirs	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1747	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 18 in	reformatted digital	image/jpeg	One of the most detailed and attractive maps of Galicia, showing towns, roads, mountains, rivers, etc, including fortified cities, churches, etc. Large decorative cartouche and table of notes.	Map shows Europe, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1295.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Regmiae Celsitudini Sereniss Principi Ac Dno Frider Christiono Leopoldo Princ Pol Et Lith Reg. Princ Elect. Ac Duci Sa. Dno Suo Longe Clementiss Consistorii Wittenberensis…	Homann Heirs	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1749	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 18 in	reformatted digital	image/jpeg	Attractive map of the Elbe region, centered on Wittenberg.	Map shows Europe, Germany.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1296.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Castiliae Novae Pars Occidentalis provincias Madrit, Toledo et Mancha…	Lopez & Gussefeld	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1781	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 20 x 17 in	reformatted digital	image/jpeg	Attractive and detailed map of the provinces of Madrid, Toledo and La Mancha, showing towns, cities, roads, rivers, mountains, etc. Decorative cartouche.	Map shows Europe, Spain.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1297.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Tabula Ducatus Britanniae Gallis Le Gouvernem. General De Bretagne…	Homann	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1720	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 19 in	reformatted digital	image/jpeg	Attractive map of Brittany, showing fortified cities, towns, rivers, forests, ports, etc. Large decorative inset of Brest and large decorative cartouche	Map shows Europe, Italy, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1298.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Italia in suos Status divisa et ex prototypo del Isliano desumta . . . [shows Sicily]	Homann Heirs	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1752	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 19 in	reformatted digital	image/jpeg	Detailed map of Italy, Sicily & Corsica colored by states and showing towns, rivers, mountains, ports, etc. Large decorative cartouche. Very minor dampstain in lower left corner.	Map shows Europe, Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1299.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Totius Regni Galliae sive Franciae Tabula…	Homann	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1720	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22 x 19 in	reformatted digital	image/jpeg	Attractive map of France, showing fortified cities, towns, roads, rivers, mountains, etc. Immense decorative cartouche and 12 coats of arms. Minor spotting, else very nice.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1300.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Circuli Supe. Saxoniae Pars Meridoinais sive Ducatus, Electoratus et Principatus Ducum Saxoniae …MDCCXXXIV	Homann Heirs	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1734	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22 x 19 in	reformatted digital	image/jpeg	Detailed map of Germany, sowing Berlin in the north, Prague in the southeast, tracking the Elbe from north of Prague to Magdeburg. Shows Dresden, Leipzig, Hildburghausen, Gotha and a number of the other important German publishing cities of the 19th Century. Includes decorative cartouche.	Map shows Europe, Germany, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1304.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Lotharingia Ducatus Nova Descriptio	Jansson	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1636	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 22 x 16 in	reformatted digital	image/jpeg	Detailed map of Alsace Lorraine and vicinity, including Metz, Nancy, Toule, etc. Shows fortified cities, towns, roads, rivers, mountains, forests, etc. Two decorative cartouches.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1305.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Provincia/La Provence.	Jansson	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1636	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 20 x 15 in	reformatted digital	image/jpeg	Detailed map of Provence, showing Nice, Cannes, St. Tropez, Toulon, Marseille, etc. A surviving plate from Mercator's atlas. Three decorative cartouches, coat of arms, compass rose and ship at sale.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1306.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Marchionatus Lusatiae Inferioris Bohemiae olim Regon jam Elect. Saxoniae…	Lotter	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1770	yes	w3cdtf						publication	Augsburg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 19 in	reformatted digital	image/jpeg	Detailed map of the region south and west of the Oder, showing Peitz and Cotbus in the centedr and Sorau, Guben, Besckau, Luben Luccau, Crossen, Cahlau, a canal, towns, rivers, lakes, forests, etc. Two large decorative cartouches.	Map shows Europe, Germany, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1309.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Karte von dem Koenigreisch Boeheim…1798	Walch	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1798	yes	w3cdtf						publication	Augsburg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 20 in	reformatted digital	image/jpeg	Detailed map of Bohemia, with Prague in the center of the map, showing fortified cities, towns, rivers, mountains, forests, lakes, roads, etc.	Map shows Europe, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1310.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Partie Meridionale De Moscovie…	Ottens	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1720	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22 x 16 in	reformatted digital	image/jpeg	Attractive and detailed map of Russia, the Ukraine, Georgia, etc.	Map shows Europe, Russia, Georgia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1311.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Carte de la Hongrie et des Pays qui en dependoient autresois dressée sur un grand nombre de memoire. . .	De L'Isle	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1703	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 26 x 18 in	reformatted digital	image/jpeg	Detailed map of Southern Europe, showing the Gulf of Venice, Greece, Macedonia, Romania, Constaninople, the Black Sea, Crimea, the Ukraine, Poland, Hungary, Transylvania, Moravia, Moldovia, the Balkans, Bulgaria, Serbia, Bosnia, Herzegovina Dalmatia, etc. Two large cartouches. A classic example of De L'Isle's revolutionary cartographic progress toward scientific maps	Map shows Europe, Russia, Balkans, Hungary.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1313.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Carte Du Compte De Flandre….1704	De L'Isle	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1704	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 26 x 20 in	reformatted digital	image/jpeg	Detailed map of Flanders, showing fortified cities, towns, rivers, roads, lakes, forests, etc. Two large cartouches.	Map shows Europe, Belgium.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1314.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Nouvelle Carte Des Etats Du Grand Duc De Moscovie en Europe	Anonymous	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1700	yes	w3cdtf						publication		cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 18 x 14 in	reformatted digital	image/jpeg	Attractive map showing Russia, Lithuania, Poland, the Ukraine and the above the Caspian and Black Seas. Lots of references to Cossacks. Very detailed and well engraved, with a number of notes regarding local events in the late 17th Century, including Including military actions by the Czar. Centered on Moscow.	Map shows Europe, Russia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1317.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Regno De' Paesi-Bassi comresa La Olanda… [and] La Suizzera o Confederazione Elevetica dopo l'anno 1815	Tasso	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1815	yes	w3cdtf						publication	Venice	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13 x 9 in	reformatted digital	image/jpeg	Unique pair of maps on a single sheet, showing a scrolling type presentation, from this scarce Italian Atlas.	Map shows Europe, Belgium, Netherlands, Switzerland.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1336.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Les Isles d'Hyeres et le Fort de Brigancon et autres Forces de Provence etc.	Allard	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1700?	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 10 x 9 in	reformatted digital	image/jpeg	Rare plan of the Harbor at Toulon, showing the fortifications, hills, rivers, roads, sailing vessels, anchorages, etc. Very 3 dimensional. 5 Insets show fortified town plans of St. Tropez, Embrun, Monte Carlo, Aux and birdseye view of Nice. A rare decorative map of the primary cities on the French Riviera.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1337.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Nova et Accurata Scaniae et Maximae partis Zeelandiae tabula [with birdseye view ]	Covens & Mortier	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1730	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 20 in	reformatted digital	image/jpeg	Rare regional map, extending to Halmstat in the north, Sylvisborg and Christianstad in the east and part of Hasseloo in the west, and centered on Lund, Malmoe, Lanskron and Helsingborg. This rare Covens & Mortier map includes a wonderful full color view of the sound between Denmark and Norway (looking from southward), illustrating Malmoe, Landskron, Uraniberg on Ween Island on the Swedish side and Copenhagen, Helsingor and Cronenborg on the Danish Side, with a number of sailing vessels and war ships in the sound, and with a second view next to the cartouche, showing a naval attack on what appears to be Landskron. Includes soundings. Full wash color, with the colors in the views especially fine. The map has not been listed in a dealer catologue in the past 20 years.	Map shows Europe, Scandinavia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1405BJ.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Johnson's England & Wales	Johnson & Ward	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1863	yes	w3cdtf						publication	New York	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 24 x 17 in	reformatted digital	image/jpeg	Detailed map, colored by county. Shows towns, roads, railroads, rivers, etc. Decorative borders.	Map shows Europe, British Isles.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1415.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
