druid	sourceId	lo:purl	ti1:title	na1:namePart	na1:usage	ty1:typeOfResource	ge1:genre	ge1:authority	ge1:authorityURI	ge2:genre	ge2:authority	ge2:authorityURI	dt:dateIssued	dt:dateIssuedKeyDate	dt:dateIssuedEncoding	dt:dateIssuedQualifier	dt:dateIssuedPoint	dt:dateIssued2	dt:dateIssued2Qualifier	dt:dateIssued2Point	or:eventType	pl:placeText	ph1:form	ph1:formAuthority	ph1:formAuthorityURI	ph1:formValueURI	ph1:extent	ph1:digitalOrigin	ph1:internetMediaType	no1:note	no2:note	no3:note	no4:note	no4:type	no4:displayLabel	no5:note	su1:authority	su1:authorityURI	su1:valueURI	su1:p1:type	su1:p1:value	su1:p1:authority	su1:p1:authorityURI	su1:p1:valueURI	su1:p2:type	su1:p2:value	su1:p2:authority	su1:p2:authorityURI	su1:p2:valueURI	su1:p3:type	su1:p3:value	su1:p3:authority	su1:p3:authorityURI	su1:p3:valueURI	su1:p4:type	su1:p4:value	su1:p4:authority	su1:p4:authorityURI	su1:p4:valueURI	su1:p5:type	su1:p5:value	su1:p5:authority	su1:p5:authorityURI	su1:p5:valueURI	su2:authority	su2:authorityURI	su2:valueURI	su2:p1:type	su2:p1:value	su2:p1:authority	su2:p1:authorityURI	su2:p1:valueURI	su2:p2:type	su2:p2:value	su2:p2:authority	su2:p2:authorityURI	su2:p2:valueURI	su2:p3:type	su2:p3:value	su2:p3:authority	su2:p3:authorityURI	su2:p3:valueURI	su2:p4:type	su2:p4:value	su2:p4:authority	su2:p4:authorityURI	su2:p4:valueURI	su2:p5:type	su2:p5:value	su2:p5:authority	su2:p5:authorityURI	su2:p5:valueURI	su3:authority	su3:authorityURI	su3:valueURI	su3:p1:type	su3:p1:value	su3:p1:authority	su3:p1:authorityURI	su3:p1:valueURI	su3:p2:type	su3:p2:value	su3:p2:authority	su3:p2:authorityURI	su3:p2:valueURI	su3:p3:type	su3:p3:value	su3:p3:authority	su3:p3:authorityURI	su3:p3:valueURI	su3:p4:type	su3:p4:value	su3:p4:authority	su3:p4:authorityURI	su3:p4:valueURI	su3:p5:type	su3:p5:value	su3:p5:authority	su3:p5:authorityURI	su3:p5:valueURI	su4:authority	su4:authorityURI	su4:valueURI	su4:p1:type	su4:p1:value	su4:p1:authority	su4:p1:authorityURI	su4:p1:valueURI	su4:p2:type	su4:p2:value	su4:p2:authority	su4:p2:authorityURI	su4:p2:valueURI	su4:p3:type	su4:p3:value	su4:p3:authority	su4:p3:authorityURI	su4:p3:valueURI	su4:p4:type	su4:p4:value	su4:p4:authority	su4:p4:authorityURI	su4:p4:valueURI	su4:p5:type	su4:p5:value	su4:p5:authority	su4:p5:authorityURI	su4:p5:valueURI	su5:authority	su5:authorityURI	su5:valueURI	su5:p1:type	su5:p1:value	su5:p1:authority	su5:p1:authorityURI	su5:p1:valueURI	su5:p2:type	su5:p2:value	su5:p2:authority	su5:p2:authorityURI	su5:p2:valueURI	su5:p3:type	su5:p3:value	su5:p3:authority	su5:p3:authorityURI	su5:p3:valueURI	su5:p4:type	su5:p4:value	su5:p4:authority	su5:p4:authorityURI	su5:p4:valueURI	su5:p5:type	su5:p5:value	su5:p5:authority	su5:p5:authorityURI	su5:p5:valueURI	sc1:scale	id1:identifier	ri1:type	ri1:displayLabel	ri1:title	ri1:url	rc:languageOfCataloging	rc:languageOfCatalogingTerm	rc:langAuthority	rc:langAuthorityURI	rc:langValueURI	rc:contentSource	rc:contentSourceAuthority	rc:contentSourceAuthorityURI	rc:contentSourceValueURI	rc:recordOrigin	
			Novissima et Accuratissima totius Italiae Corsicae et Sardiniae Descriptio . . .	Danckerts	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1690	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22.5 x 19.5 in	reformatted digital	image/jpeg	Scarce Dutch map of Italy, by Danckerts. While maps and sea charts by Cornelis and Justus Danckerts appear on the market, it is unusual to see this family member's name on a map. Old color example, with some moderate soiling and restorations near the centerfold, and bit of mottling. Normally a $1200 map.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/13939.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Pedemontana regio cum Genuensium territorio & Montiserrati Marchionatu	Mercator	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1607	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 18 x 14 in	reformatted digital	image/jpeg	Striking regional map of Italy, centered on the Pedemont region of Italy and Genoa. Nice wide margined example. A bit of staining at the bottom center of the margin, far from the printed text.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/14096.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Northern Italy	Tallis	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1851	yes	w3cdtf						publication	London	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13 x 9.5 in	reformatted digital	image/jpeg	Gorgeous full color example, with decorative vignettes showing The Grand Canal in Venice and St. Peter's in Rome, plus two other vignettes. Two minor spots, but still an attractive example. Engraved for R. Montgomery Martin's Illustrated Atlas. Tallis was one of the last great decorative map makers. His maps are prized for the wonderful vignettes of indigenous scenes, people, etc. Remarkable color.	Map shows Italy, Mediterranean.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/14610.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Mantua Ducatus	Blaeu	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1634	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 14 in	reformatted digital	image/jpeg	Rare early edition of Blaeu's map of Mantua. Includes 2 cartouches and a coat of arms. Centered on Mantova and showing the 5 bridges into the town and the middle of the lake. From the 1634 edition of Blaeu's Atlas Novus, the first edition of this work. A fine dark impression. The map first appeared in Blaeu's rare 1630 Atlas Appendix. This is the third appearance of the map in Blaeu's atlas.	Map shows Italy.	Stanford copy: A fine dark impression, with wide margins and attractive color.				Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/15133.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Italie et Turquie Europe [shows Sicily]	Malte-Brun	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1812	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 12 x 9 in	reformatted digital	image/jpeg	Decorative map of Italy, Greece, Turkey and the Balkans. Large decorative cartouche.	Map shows Italy, Greece, Balkans, Turkey.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/16234.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Les Isles De Sardaigne Et De Corse, Divisees par Provinces…. 1766	Brion de la Tour	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1766	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 12 x 11 in	reformatted digital	image/jpeg	Detailed map of Sardinia and Corsica, showing the various towns, mountains, rivers, provinces, bays, and smaller islands. Decorative cartouche.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/16615.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Northern Italy	Tallis	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1851	yes	w3cdtf						publication	London	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13 x 9.5 in	reformatted digital	image/jpeg	Gorgeous full color example of Tallis's map of Northern Italy, with decorative vignettes showing The Grand Canal in Venice and St. Peter's in Rome, plus two other vignettes. Two Engraved for R. Montgomery Martin's Illustrated Atlas. Tallis was one of the last great decorative map makers. His maps are prized for the wonderful vignettes of indigenous scenes, people, etc.	Map shows Italy, Mediterranean.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/24339.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Italia in suos Status divisa ex d'Anvillano Rizzsi Zannonioque prototypis desuintia . . . 1790	Homann Heirs	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1790	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 24 x 18 in	reformatted digital	image/jpeg	Rare separately issued map of Italy, Sicily, Corsica, Sardinia, etc., extending south to Malta and showing the Gulf of Venice and the contiguous Balkans.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/16963.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			[Messina] Messana Urbs est Sicilie . . .	Braun & Hogenberg	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1572	yes	w3cdtf						publication	Cologne	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 13.5 in	reformatted digital	image/jpeg	Nice old color example of Braun & Hogenberg's early birdseye view of the town of Messina in Sicily. Includes a nice town plan and view of the harbor, including docks and sailing ships.	Map shows Italy, Europe.	Stanford copy: Original Color. Minor printer's crease and a bit light soiling.				Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/17391.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Der Statt Rom . . . .	Munster	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1574	yes	w3cdtf						publication	Basel	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 14 x 10 in	reformatted digital	image/jpeg	Detetailed regional map of Rome, from Munster's Comographia, one of the most influential books of the 16th Century. Size includes text.	Map shows Italy, Europe.	Stanford copy: Marginal tear in lower margin, about 1 inch outside of printed image.				Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/10979.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Alpium Cottiarum Maritimarum incolarum ad colarumque populorum descriptio	Van Geelkercken	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1620 ?	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 14 x 11 in	reformatted digital	image/jpeg	Scarce regional map of Southeastern France and part of the coastline of Italy. Engraved by Van Geelkercken.	Map shows Italy, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/12883.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Magnifica Illa Civitas Verona [and] Colonia Augusta Verona Nova Gallieniana	Braun & Hogenberg	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1590 ca	yes	w3cdtf						publication	Cologne	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 14 in	reformatted digital	image/jpeg	Nice old color example of Braun & Hogenberg's views of Verona. The upper view is a nice birdsey view of the city, with a key naming five places. In the lower sheet is a classic town plan, with an engraved view of the the Amphitheatre in the lower right corner. The two cartouches are highlighted in gold. Nice example from a Latin edition of Braun & Hogenberg's Civitatus Orbis Terrarum, the most important town view book of the 16th Century.	Map shows Italy, Europe.	Stanford copy: Fine original color.				Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/17232.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Royaume de Naples	Mallet	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1683	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 6 x 4 in	reformatted digital	image/jpeg	Wonderfully detailed miniature map of southern Italy, showing the Kingdom of Naples and part of Sicily.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/16837.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			CH St Ange	Mallet	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1686	yes	w3cdtf						publication	Frankfurt	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 6 x 4 in	reformatted digital	image/jpeg	Decorative view of this famous fortification in Rome.	Map shows Italy, Europe.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/16830.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Northern Italy	Pinkerton	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1812	yes	w3cdtf						publication	Edinburgh	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 28 x 20 in	reformatted digital	image/jpeg	Detailed map of Northern Italy. colored by provinces. Excellent detail. One of the best large format English atlas maps of the period. Pinkerton's maps reflect the fine copperplate engraving work being done in the Britain at the beginning of the 19th Century, with remarkable detail and a 3 dimensional feeling. Highly detailed regional map, one of the best regional maps of the area to appear in an English Atlas during the period. Pinkerton's now rare elephant folio atlas is one of the best engraved works of the period. While lesser known than the more common atlases by Cary & Thomson, it is a superior work, especially in the detail of the maps.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/17621.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Terra Di Bari Et Basilicata . . .	Magini	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1620	yes	w3cdtf						publication	Venice	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 18 x 15 in	reformatted digital	image/jpeg	Fine example of Magini's regional map of a portion of Southern Italy. Fine elaborate detailed cartouche. A nice dark impression.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/17694.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
